,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,Game ID,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Implied Points,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,FGM,FGA,FG 0-19,FG 20-29,FG 30-39,FG 40-49,FG 50+,XPM,XPA,Pnt,Yds,Y/P
30376,Cody Parkey,K,2015,3,PHI,NYJ,9/27/2015,201509270nyj,A,,24,17,1.5,45.5,22,-7,outdoors,fieldturf ,"66 degrees relative humidity 52%, wind 7 mph, wind chill 0",66,7,1,1,0,0,1,0,0,3,3,0,0,
30377,Nick Folk,K,2015,3,NYJ,PHI,9/27/2015,201509270nyj,H,,17,24,-1.5,45.5,23.5,7,outdoors,fieldturf ,"66 degrees relative humidity 52%, wind 7 mph, wind chill 0",66,7,1,1,0,0,0,0,1,2,2,0,0,
30378,Jason Myers,K,2015,3,JAX,NWE,9/27/2015,201509270nwe,A,,17,51,13.5,49,17.75,34,outdoors,fieldturf ,"68 degrees relative humidity 41%, wind 6 mph, wind chill 0",68,6,1,1,0,0,0,1,0,2,2,0,0,
30379,Stephen Gostkowski,K,2015,3,NWE,JAX,9/27/2015,201509270nwe,H,,51,17,-13.5,49,31.25,-34,outdoors,fieldturf ,"68 degrees relative humidity 41%, wind 6 mph, wind chill 0",68,6,3,3,0,1,0,2,0,6,6,0,0,
30380,Chandler Catanzaro,K,2015,3,ARI,SFO,9/27/2015,201509270crd,H,,47,7,-6.5,45,25.75,-40,retractable roof (closed),grass ,indoors,,,1,1,0,1,0,0,0,6,6,0,0,
30381,Dan Carpenter,K,2015,3,BUF,MIA,9/27/2015,201509270mia,A,,41,14,2.5,41.5,19.5,-27,outdoors,grass ,"87 degrees relative humidity 65%, wind 6 mph, wind chill 0",87,6,2,3,0,1,0,0,1,5,5,0,0,
30382,Stephen Hauschka,K,2015,3,SEA,CHI,9/27/2015,201509270sea,H,,26,0,-14.5,43.5,29,-26,outdoors,fieldturf ,"60 degrees relative humidity 53%, wind 5 mph, wind chill 0",60,5,4,4,0,1,1,2,0,2,2,0,0,
30383,Brandon McManus,K,2015,3,DEN,DET,9/27/2015,201509270det,A,,24,12,-3,44.5,23.75,-12,dome,fieldturf ,indoors,,,1,1,0,0,0,1,0,3,3,0,0,
30384,Mason Crosby,K,2015,3,GNB,KAN,9/28/2015,201509280gnb,H,,38,28,-6,49,27.5,-10,outdoors,grass ,"67 degrees relative humidity 93%, wind 5 mph, wind chill 0",67,5,1,1,0,0,0,1,0,5,5,0,0,
30385,Justin Tucker,K,2015,4,BAL,PIT,10/1/2015,201510010pit,A,OT,23,20,-2.5,43.5,23,-3,outdoors,grass ,"63 degrees relative humidity 62%, wind 8 mph",63,8,3,3,0,0,0,2,1,2,2,0,0,
30386,Josh Scobee,K,2015,4,PIT,BAL,10/1/2015,201510010pit,H,OT,20,23,2.5,43.5,20.5,3,outdoors,grass ,"63 degrees relative humidity 62%, wind 8 mph",63,8,2,4,0,0,1,1,0,2,2,0,0,
30387,Nick Folk,K,2015,4,NYJ,MIA,10/4/2015,201510040mia,A,,27,14,-1.5,42,21.75,-13,outdoors,grass ,"59 degrees relative humidity 63%, wind 5 mph, wind chill 0",59,5,2,3,0,1,0,1,0,3,3,0,0,
30388,Jason Myers,K,2015,4,JAX,IND,10/4/2015,201510040clt,A,OT,13,16,9.5,48,19.25,3,retractable roof (open),fieldturf ,indoors,,,2,4,0,1,1,0,0,1,1,0,0,
30389,Adam Vinatieri,K,2015,4,IND,JAX,10/4/2015,201510040clt,H,OT,16,13,-9.5,48,28.75,-3,retractable roof (open),fieldturf ,indoors,,,3,3,0,1,1,0,1,1,1,0,0,
30390,Sebastian Janikowski,K,2015,4,OAK,CHI,10/4/2015,201510040chi,A,,20,22,-3,44,23.5,2,outdoors,grass ,"55 degrees relative humidity 83%, wind 12 mph, wind chill 0",55,12,2,2,0,1,0,1,0,2,2,0,0,
30391,Robbie Gould,K,2015,4,CHI,OAK,10/4/2015,201510040chi,H,,22,20,3,44,20.5,-2,outdoors,grass ,"55 degrees relative humidity 83%, wind 12 mph, wind chill 0",55,12,3,3,1,0,0,1,1,1,2,0,0,
30392,Josh Brown,K,2015,4,NYG,BUF,10/4/2015,201510040buf,A,,24,10,5.5,45.5,20,-14,outdoors,a_turf,"60 degrees relative humidity 66%, wind 8 mph, wind chill 0",60,8,1,1,0,0,0,1,0,1,2,0,0,
30393,Dan Carpenter,K,2015,4,BUF,NYG,10/4/2015,201510040buf,H,,10,24,-5.5,45.5,25.5,14,outdoors,a_turf,"60 degrees relative humidity 66%, wind 8 mph, wind chill 0",60,8,1,2,0,0,0,0,1,1,1,0,0,
30394,Dustin Hopkins,K,2015,4,WAS,PHI,10/4/2015,201510040was,H,,23,20,3,44,20.5,-3,outdoors,grass ,"58 degrees relative humidity 82%, wind 13 mph, wind chill 0",58,13,3,3,0,1,2,0,0,2,2,0,0,
30395,Graham Gano,K,2015,4,CAR,TAM,10/4/2015,201510040tam,A,,37,23,-3,40,21.5,-14,outdoors,grass ,"74 degrees relative humidity 92%, wind 5 mph",74,5,3,3,0,3,0,0,0,4,4,0,0,
30396,Kyle Brindza,K,2015,4,TAM,CAR,10/4/2015,201510040tam,H,,23,37,3,40,18.5,14,outdoors,grass ,"74 degrees relative humidity 92%, wind 5 mph",74,5,1,3,0,0,0,1,0,2,3,0,0,
30397,Travis Coons,K,2015,4,CLE,SDG,10/4/2015,201510040sdg,A,,27,30,7,44.5,18.75,3,outdoors,grass ,"68 degrees relative humidity 78%, wind 11 mph, wind chill 0",68,11,4,4,0,1,2,1,0,1,1,0,0,
30398,Josh Lambo,K,2015,4,SDG,CLE,10/4/2015,201510040sdg,H,,30,27,-7,44.5,25.75,-3,outdoors,grass ,"68 degrees relative humidity 78%, wind 11 mph, wind chill 0",68,11,3,3,0,0,1,2,0,3,3,0,0,
30399,Blair Walsh,K,2015,4,MIN,DEN,10/4/2015,201510040den,A,,20,23,7,42.5,17.75,3,outdoors,grass ,"61 degrees relative humidity 57%, wind 9 mph, wind chill 0",61,9,2,3,0,0,2,0,0,2,2,0,0,
30400,Brandon McManus,K,2015,4,DEN,MIN,10/4/2015,201510040den,H,,23,20,-7,42.5,24.75,-3,outdoors,grass ,"61 degrees relative humidity 57%, wind 9 mph, wind chill 0",61,9,3,3,0,0,2,1,0,2,2,0,0,
30401,Greg Zuerlein,K,2015,4,STL,ARI,10/4/2015,201510040crd,A,,24,22,7,44,18.5,-2,retractable roof (closed),grass ,indoors,,,1,1,0,0,1,0,0,3,3,0,0,
30402,Chandler Catanzaro,K,2015,4,ARI,STL,10/4/2015,201510040crd,H,,22,24,-7,44,25.5,2,retractable roof (closed),grass ,indoors,,,5,5,0,3,1,1,0,1,1,0,0,
30403,Mason Crosby,K,2015,4,GNB,SFO,10/4/2015,201510040sfo,A,,17,3,-7.5,48,27.75,-14,outdoors,grass,"74 degrees relative humidity 36%, wind 5 mph, wind chill 0",74,5,1,2,0,0,1,0,0,2,2,0,0,
30404,Dan Bailey,K,2015,4,DAL,NOR,10/4/2015,201510040nor,A,OT,20,26,3,48,22.5,6,dome,sportturf,indoors,,,2,2,0,0,2,0,0,2,2,0,0,
30405,Zach Hocker,K,2015,4,NOR,DAL,10/4/2015,201510040nor,H,OT,26,20,-3,48,25.5,-6,dome,sportturf,indoors,,,2,3,0,1,0,0,1,2,2,1,43,43
30406,Matt Prater,K,2015,4,DET,SEA,10/5/2015,201510050sea,A,,10,13,9.5,43,16.75,3,outdoors,fieldturf ,"74 degrees relative humidity 41%, wind 8 mph, wind chill 0",74,8,1,1,0,0,0,1,0,1,1,0,0,
30407,Stephen Hauschka,K,2015,4,SEA,DET,10/5/2015,201510050sea,H,,13,10,-9.5,43,26.25,-3,outdoors,fieldturf ,"74 degrees relative humidity 41%, wind 8 mph, wind chill 0",74,8,2,2,0,0,0,0,2,1,1,0,0,
30408,Adam Vinatieri,K,2015,5,IND,HOU,10/8/2015,201510080htx,A,,27,20,2,44.5,21.25,-7,retractable roof (closed),fieldturf,indoors,,,2,2,0,0,0,2,0,3,3,0,0,
30409,Nick Novak,K,2015,5,HOU,IND,10/8/2015,201510080htx,H,,20,27,-2,44.5,23.25,7,retractable roof (closed),fieldturf,indoors,,,2,2,0,0,1,1,0,2,2,0,0,
30410,Cairo Santos,K,2015,5,KAN,CHI,10/11/2015,201510110kan,H,,17,18,-9,45,27,1,outdoors,grass ,"72 degrees relative humidity 51%, wind 10 mph, wind chill 0",72,10,1,3,0,0,1,0,0,2,2,0,0,
30411,Greg Zuerlein,K,2015,5,STL,GNB,10/11/2015,201510110gnb,A,,10,24,9,45.5,18.25,14,outdoors,grass ,"67 degrees relative humidity 61%, wind 14 mph, wind chill 0",67,14,1,4,0,0,0,1,0,1,1,0,0,
30412,Mason Crosby,K,2015,5,GNB,STL,10/11/2015,201510110gnb,H,,24,10,-9,45.5,27.25,-14,outdoors,grass ,"67 degrees relative humidity 61%, wind 14 mph, wind chill 0",67,14,1,1,0,0,1,0,0,3,3,0,0,
30413,Jason Myers,K,2015,5,JAX,TAM,10/11/2015,201510110tam,A,,31,38,2.5,41.5,19.5,7,outdoors,grass ,"84 degrees relative humidity 55%, wind 9 mph, wind chill 0",84,9,1,1,0,0,1,0,0,4,4,0,0,
30414,Connor Barth,K,2015,5,TAM,JAX,10/11/2015,201510110tam,H,,38,31,-2.5,41.5,22,-7,outdoors,grass ,"84 degrees relative humidity 55%, wind 9 mph, wind chill 0",84,9,3,3,0,0,1,2,0,3,3,0,0,
30415,Dustin Hopkins,K,2015,5,WAS,ATL,10/11/2015,201510110atl,A,OT,19,25,7,48,20.5,6,dome,fieldturf ,indoors,,,2,3,0,1,0,0,1,1,1,0,0,
30416,Matt Bryant,K,2015,5,ATL,WAS,10/11/2015,201510110atl,H,OT,25,19,-7,48,27.5,-6,dome,fieldturf ,indoors,,,2,4,0,1,0,1,0,1,1,0,0,
30417,Travis Coons,K,2015,5,CLE,BAL,10/11/2015,201510110rav,A,OT,33,30,6,42.5,18.25,-3,outdoors,sportturf,"65 degrees relative humidity 48%, wind 2 mph, wind chill 0",65,2,4,4,0,0,2,2,0,1,1,0,0,
30418,Justin Tucker,K,2015,5,BAL,CLE,10/11/2015,201510110rav,H,OT,30,33,-6,42.5,24.25,3,outdoors,sportturf,"65 degrees relative humidity 48%, wind 2 mph, wind chill 0",65,2,1,2,0,1,0,0,0,3,3,0,0,
30419,Ryan Succop,K,2015,5,TEN,BUF,10/11/2015,201510110oti,H,,13,14,1,42,20.5,1,outdoors,grass ,"67 degrees relative humidity 58%, wind 5 mph",67,5,2,2,0,1,0,1,0,1,1,0,0,
30420,Stephen Hauschka,K,2015,5,SEA,CIN,10/11/2015,201510110cin,A,OT,24,27,3,43.5,20.25,3,outdoors,fieldturf ,"66 degrees relative humidity 59%, wind 3 mph, wind chill 0",66,3,1,1,0,1,0,0,0,3,3,0,0,
30421,Mike Nugent,K,2015,5,CIN,SEA,10/11/2015,201510110cin,H,OT,27,24,-3,43.5,23.25,-3,outdoors,fieldturf ,"66 degrees relative humidity 59%, wind 3 mph, wind chill 0",66,3,2,2,0,0,1,1,0,3,3,0,0,
30422,Zach Hocker,K,2015,5,NOR,PHI,10/11/2015,201510110phi,A,,17,39,6,49.5,21.75,22,outdoors,grass ,"67 degrees relative humidity 54%, wind 6 mph, wind chill 0",67,6,1,1,0,1,0,0,0,2,2,0,0,
30423,Caleb Sturgis,K,2015,5,PHI,NOR,10/11/2015,201510110phi,H,,39,17,-6,49.5,27.75,-22,outdoors,grass ,"67 degrees relative humidity 54%, wind 6 mph, wind chill 0",67,6,4,4,0,2,1,1,0,3,4,0,0,
30424,Matt Prater,K,2015,5,DET,ARI,10/11/2015,201510110det,H,,17,42,3,45.5,21.25,25,dome,fieldturf ,indoors,,,1,1,0,0,0,1,0,2,2,0,0,
30425,Stephen Gostkowski,K,2015,5,NWE,DAL,10/11/2015,201510110dal,A,,30,6,-9,49.5,29.25,-24,retractable roof (closed),matrixturf,indoors,,,3,3,0,0,1,1,1,3,3,0,0,
30426,Brandon McManus,K,2015,5,DEN,OAK,10/11/2015,201510110rai,A,,16,10,-4,44,24,-6,outdoors,grass ,"72 degrees relative humidity 59%, wind 10 mph, wind chill 0",72,10,3,3,0,2,0,0,1,1,1,1,41,41
30427,Sebastian Janikowski,K,2015,5,OAK,DEN,10/11/2015,201510110rai,H,,10,16,4,44,20,6,outdoors,grass ,"72 degrees relative humidity 59%, wind 10 mph, wind chill 0",72,10,1,3,0,0,0,0,1,1,1,0,0,
30428,Phil Dawson,K,2015,5,SFO,NYG,10/11/2015,201510110nyg,A,,27,30,6.5,43,18.25,3,outdoors,fieldturf ,"61 degrees relative humidity 59%, wind 4 mph, wind chill 0",61,4,2,2,0,1,0,1,0,3,3,0,0,
30429,Josh Brown,K,2015,5,NYG,SFO,10/11/2015,201510110nyg,H,,30,27,-6.5,43,24.75,-3,outdoors,fieldturf ,"61 degrees relative humidity 59%, wind 4 mph, wind chill 0",61,4,3,3,0,2,0,1,0,3,3,0,0,
30430,Chris Boswell,K,2015,5,PIT,SDG,10/12/2015,201510120sdg,A,,24,20,3.5,46,21.25,-4,outdoors,grass ,"93 degrees relative humidity 32%, wind 10 mph, wind chill 0",93,10,1,1,0,0,0,1,0,3,3,0,0,
30431,Josh Lambo,K,2015,5,SDG,PIT,10/12/2015,201510120sdg,H,,20,24,-3.5,46,24.75,4,outdoors,grass ,"93 degrees relative humidity 32%, wind 10 mph, wind chill 0",93,10,2,3,0,0,0,1,1,2,2,0,0,
30432,Zach Hocker,K,2015,6,NOR,ATL,10/15/2015,201510150nor,H,,31,21,3,51,24,-10,dome,sportturf,indoors,,,1,3,0,0,1,0,0,4,4,0,0,
30433,Dustin Hopkins,K,2015,6,WAS,NYJ,10/18/2015,201510180nyj,A,,20,34,7,40.5,16.75,14,outdoors,fieldturf ,"49 degrees relative humidity 30%, wind 16 mph",49,16,2,2,0,0,1,0,1,2,2,0,0,
30434,Nick Folk,K,2015,6,NYJ,WAS,10/18/2015,201510180nyj,H,,34,20,-7,40.5,23.75,-14,outdoors,fieldturf ,"49 degrees relative humidity 30%, wind 16 mph",49,16,2,3,0,0,2,0,0,4,4,0,0,
30435,Cairo Santos,K,2015,6,KAN,MIN,10/18/2015,201510180min,A,,10,16,3.5,43,19.75,6,outdoors,fieldturf,"54 degrees relative humidity 0%, wind 10 mph, wind chill 0",54,10,1,1,0,0,0,1,0,1,1,0,0,
30436,Blair Walsh,K,2015,6,MIN,KAN,10/18/2015,201510180min,H,,16,10,-3.5,43,23.25,-6,outdoors,fieldturf,"54 degrees relative humidity 0%, wind 10 mph, wind chill 0",54,10,3,3,0,1,0,2,0,1,1,0,0,
30437,Nick Novak,K,2015,6,HOU,JAX,10/18/2015,201510180jax,A,,31,20,2.5,43,20.25,-11,outdoors,grass ,"73 degrees relative humidity 55%, wind 18 mph, wind chill 0",73,18,1,1,0,0,0,1,0,4,4,1,36,36
30438,Robbie Gould,K,2015,6,CHI,DET,10/18/2015,201510180det,A,OT,34,37,3,44,20.5,3,dome,fieldturf ,indoors,,,4,4,0,3,1,0,0,2,2,0,0,
30439,Matt Prater,K,2015,6,DET,CHI,10/18/2015,201510180det,H,OT,37,34,-3,44,23.5,-3,dome,fieldturf ,indoors,,,3,3,0,1,2,0,0,4,4,0,0,
30440,Brandon McManus,K,2015,6,DEN,CLE,10/18/2015,201510180cle,A,OT,26,23,-3.5,42,22.75,-3,outdoors,grass ,"47 degrees relative humidity 52%, wind 20 mph",47,20,4,5,0,2,2,0,0,2,2,0,0,
30441,Travis Coons,K,2015,6,CLE,DEN,10/18/2015,201510180cle,H,OT,23,26,3.5,42,19.25,3,outdoors,grass ,"47 degrees relative humidity 52%, wind 20 mph",47,20,1,1,0,1,0,0,0,2,2,0,0,
30442,Mike Nugent,K,2015,6,CIN,BUF,10/18/2015,201510180buf,A,,34,21,-3,43,23,-13,outdoors,a_turf,"40 degrees relative humidity 73%, wind 4 mph",40,4,2,2,0,0,1,1,0,4,4,0,0,
30443,Andrew Franks,K,2015,6,MIA,TEN,10/18/2015,201510180oti,A,,38,10,2,43.5,20.75,-28,outdoors,grass ,"56 degrees relative humidity 39%, wind 8 mph",56,8,1,1,0,0,1,0,0,5,5,0,0,
30444,Ryan Succop,K,2015,6,TEN,MIA,10/18/2015,201510180oti,H,,10,38,-2,43.5,22.75,28,outdoors,grass ,"56 degrees relative humidity 39%, wind 8 mph",56,8,1,1,0,0,1,0,0,1,1,0,0,
30445,Chandler Catanzaro,K,2015,6,ARI,PIT,10/18/2015,201510180pit,A,,13,25,-3.5,45,24.25,12,outdoors,grass ,"45 degrees relative humidity 47%, wind 12 mph",45,12,2,3,0,0,2,0,0,1,1,0,0,
30446,Chris Boswell,K,2015,6,PIT,ARI,10/18/2015,201510180pit,H,,25,13,3.5,45,20.75,-12,outdoors,grass ,"45 degrees relative humidity 47%, wind 12 mph",45,12,4,4,0,1,0,2,1,1,1,0,0,
30447,Stephen Hauschka,K,2015,6,SEA,CAR,10/18/2015,201510180sea,H,,23,27,-7,40.5,23.75,4,outdoors,fieldturf ,"61 degrees relative humidity 85%, wind 5 mph, wind chill 0",61,5,3,3,0,0,1,1,1,2,2,0,0,
30448,Josh Lambo,K,2015,6,SDG,GNB,10/18/2015,201510180gnb,A,,20,27,10.5,51,20.25,7,outdoors,grass ,"54 degrees relative humidity 35%, wind 12 mph, wind chill 0",54,12,2,2,0,0,2,0,0,2,2,0,0,
30449,Mason Crosby,K,2015,6,GNB,SDG,10/18/2015,201510180gnb,H,,27,20,-10.5,51,30.75,-7,outdoors,grass ,"54 degrees relative humidity 35%, wind 12 mph, wind chill 0",54,12,2,2,0,2,0,0,0,3,3,0,0,
30450,Justin Tucker,K,2015,6,BAL,SFO,10/18/2015,201510180sfo,A,,20,25,-2,43.5,22.75,5,outdoors,grass,"69 degrees relative humidity 60%, wind 7 mph, wind chill 0",69,7,2,3,0,1,1,0,0,2,2,0,0,
30451,Phil Dawson,K,2015,6,SFO,BAL,10/18/2015,201510180sfo,H,,25,20,2,43.5,20.75,-5,outdoors,grass,"69 degrees relative humidity 60%, wind 7 mph, wind chill 0",69,7,4,4,0,1,1,1,1,1,1,0,0,
30452,Stephen Gostkowski,K,2015,6,NWE,IND,10/18/2015,201510180clt,A,,34,27,-9.5,54.5,32,-7,retractable roof (closed),fieldturf ,indoors,,,2,2,0,0,1,1,0,4,4,0,0,
30453,Caleb Sturgis,K,2015,6,PHI,NYG,10/19/2015,201510190phi,H,,27,7,-5,49.5,27.25,-20,outdoors,grass ,"44 degrees relative humidity 49%, wind 6 mph",44,6,2,2,0,0,2,0,0,3,3,0,0,
30454,Stephen Hauschka,K,2015,7,SEA,SFO,10/22/2015,201510220sfo,A,,20,3,-6.5,42,24.25,-17,outdoors,grass,"75 degrees relative humidity 40%, wind 8 mph, wind chill 0",75,8,2,2,0,0,0,2,0,2,2,0,0,
30455,Dan Carpenter,K,2015,7,BUF,JAX,10/25/2015,201510250jax,A,,31,34,-4,41,22.5,3,outdoors,grass ,"48 degrees relative humidity 74%, wind 2 mph, wind chill 0",48,2,3,3,0,1,2,0,0,2,2,0,0,
30456,Greg Zuerlein,K,2015,7,STL,CLE,10/25/2015,201510250ram,H,,24,6,-6.5,41.5,24,-18,dome,astroplay,indoors,,,1,3,0,0,1,0,0,3,3,0,0,
30457,Matt Bryant,K,2015,7,ATL,TEN,10/25/2015,201510250oti,A,,10,7,-6,47,26.5,-3,outdoors,grass ,"59 degrees relative humidity 95%, wind 8 mph",59,8,1,2,0,1,0,0,0,1,1,0,0,
30458,Nick Folk,K,2015,7,NYJ,NWE,10/25/2015,201510250nwe,A,,23,30,7.5,47.5,20,7,outdoors,fieldturf ,"58 degrees relative humidity 80%, wind 9 mph, wind chill 0",58,9,3,3,0,1,1,0,1,2,2,0,0,
30459,Stephen Gostkowski,K,2015,7,NWE,NYJ,10/25/2015,201510250nwe,H,,30,23,-7.5,47.5,27.5,-7,outdoors,fieldturf ,"58 degrees relative humidity 80%, wind 9 mph, wind chill 0",58,9,3,3,0,1,1,1,0,3,3,0,0,
30460,Andrew Franks,K,2015,7,MIA,HOU,10/25/2015,201510250mia,H,,44,26,-4.5,44.5,24.5,-18,outdoors,grass ,"84 degrees relative humidity 62%, wind 13 mph, wind chill 0",84,13,1,1,0,0,0,0,1,5,6,0,0,
30461,Blair Walsh,K,2015,7,MIN,DET,10/25/2015,201510250det,A,,28,19,-2,44.5,23.25,-9,dome,fieldturf ,indoors,,,5,5,0,1,2,0,2,1,2,0,0,
30462,Matt Prater,K,2015,7,DET,MIN,10/25/2015,201510250det,H,,19,28,2,44.5,21.25,9,dome,fieldturf ,indoors,,,1,1,0,0,0,0,1,2,2,0,0,
30463,Chris Boswell,K,2015,7,PIT,KAN,10/25/2015,201510250kan,A,,13,23,3,43,20,10,outdoors,grass ,"58 degrees relative humidity 57%, wind 7 mph, wind chill 0",58,7,2,2,0,1,1,0,0,1,1,0,0,
30464,Cairo Santos,K,2015,7,KAN,PIT,10/25/2015,201510250kan,H,,23,13,-3,43,23,-10,outdoors,grass ,"58 degrees relative humidity 57%, wind 7 mph, wind chill 0",58,7,3,4,0,2,1,0,0,2,2,0,0,
30465,Connor Barth,K,2015,7,TAM,WAS,10/25/2015,201510250was,A,,30,31,3,42.5,19.75,1,outdoors,grass ,"64 degrees relative humidity 87%, wind 5 mph, wind chill 0",64,5,3,3,0,2,0,1,0,3,3,0,0,
30466,Dustin Hopkins,K,2015,7,WAS,TAM,10/25/2015,201510250was,H,,31,30,-3,42.5,22.75,-1,outdoors,grass ,"64 degrees relative humidity 87%, wind 5 mph, wind chill 0",64,5,1,1,0,0,1,0,0,4,4,0,0,
30467,Sebastian Janikowski,K,2015,7,OAK,SDG,10/25/2015,201510250sdg,A,,37,29,3.5,47,21.75,-8,outdoors,grass ,"77 degrees relative humidity 48%, wind 4 mph, wind chill 0",77,4,3,3,0,1,2,0,0,4,4,0,0,
30468,Josh Lambo,K,2015,7,SDG,OAK,10/25/2015,201510250sdg,H,,29,37,-3.5,47,25.25,8,outdoors,grass ,"77 degrees relative humidity 48%, wind 4 mph, wind chill 0",77,4,2,2,0,0,0,2,0,1,1,0,0,
30469,Dan Bailey,K,2015,7,DAL,NYG,10/25/2015,201510250nyg,A,,20,27,3,45,21,7,outdoors,fieldturf ,"71 degrees relative humidity 40%, wind 14 mph, wind chill 0",71,14,2,2,0,0,1,1,0,2,2,0,0,
30470,Josh Brown,K,2015,7,NYG,DAL,10/25/2015,201510250nyg,H,,27,20,-3,45,24,-7,outdoors,fieldturf ,"71 degrees relative humidity 40%, wind 14 mph, wind chill 0",71,14,2,2,0,0,1,1,0,3,3,0,0,
30471,Caleb Sturgis,K,2015,7,PHI,CAR,10/25/2015,201510250car,A,,16,27,3,45,21,11,outdoors,grass ,"71 degrees relative humidity 80%, no wind, wind chill 0",71,0,3,4,0,2,0,0,1,1,1,0,0,
30472,Graham Gano,K,2015,7,CAR,PHI,10/25/2015,201510250car,H,,27,16,-3,45,24,-11,outdoors,grass ,"71 degrees relative humidity 80%, no wind, wind chill 0",71,0,2,2,0,1,1,0,0,3,3,0,0,
30473,Justin Tucker,K,2015,7,BAL,ARI,10/26/2015,201510260crd,A,,18,26,8,49,20.5,8,retractable roof (closed),grass ,indoors,,,1,1,0,0,0,1,0,1,1,0,0,
30474,Chandler Catanzaro,K,2015,7,ARI,BAL,10/26/2015,201510260crd,H,,26,18,-8,49,28.5,-8,retractable roof (closed),grass ,indoors,,,2,3,0,2,0,0,0,2,3,0,0,
30475,Stephen Gostkowski,K,2015,8,NWE,MIA,10/29/2015,201510290nwe,H,,36,7,-7.5,50.5,29,-29,outdoors,fieldturf ,"58 degrees relative humidity 39%, wind 10 mph, wind chill 0",58,10,2,2,0,0,1,0,1,4,4,0,0,
30476,Matt Prater,K,2015,8,DET,KAN,11/1/2015,201511010kan,A,,10,45,3.5,45,20.75,35,outdoors,grass ,"50 degrees relative humidity 91%, wind 2 mph, wind chill 0",50,2,1,1,0,0,1,0,0,1,1,0,0,
30477,Cairo Santos,K,2015,8,KAN,DET,11/1/2015,201511010kan,H,,45,10,-3.5,45,24.25,-35,outdoors,grass ,"50 degrees relative humidity 91%, wind 2 mph, wind chill 0",50,2,1,1,0,0,1,0,0,6,6,0,0,
30478,Blair Walsh,K,2015,8,MIN,CHI,11/1/2015,201511010chi,A,,23,20,-1,43,22,-3,outdoors,grass ,"62 degrees relative humidity 42%, wind 11 mph, wind chill 0",62,11,3,3,0,0,1,2,0,2,2,0,0,
30479,Robbie Gould,K,2015,8,CHI,MIN,11/1/2015,201511010chi,H,,20,23,1,43,21,3,outdoors,grass ,"62 degrees relative humidity 42%, wind 11 mph, wind chill 0",62,11,2,3,0,0,1,0,1,2,2,0,0,
30480,Greg Zuerlein,K,2015,8,STL,SFO,11/1/2015,201511010ram,H,,27,6,-7.5,39.5,23.5,-21,dome,astroplay,indoors,,,1,2,0,0,1,0,0,2,2,0,0,
30481,Mike Nugent,K,2015,8,CIN,PIT,11/1/2015,201511010pit,A,,16,10,1,48.5,23.75,-6,outdoors,grass ,"62 degrees relative humidity 71%, wind 11 mph",62,11,3,4,0,0,0,3,0,1,1,0,0,
30482,Chris Boswell,K,2015,8,PIT,CIN,11/1/2015,201511010pit,H,,10,16,-1,48.5,24.75,6,outdoors,grass ,"62 degrees relative humidity 71%, wind 11 mph",62,11,1,1,0,0,1,0,0,1,1,0,0,
30483,Kai Forbath,K,2015,8,NOR,NYG,11/1/2015,201511010nor,H,,52,49,-3,49.5,26.25,-3,dome,sportturf,indoors,,,1,1,0,0,0,0,1,7,7,0,0,
30484,Nick Novak,K,2015,8,HOU,TEN,11/1/2015,201511010htx,H,,20,6,-3.5,42.5,23,-14,retractable roof (closed),fieldturf,indoors,,,2,2,0,1,1,0,0,2,2,0,0,
30485,Chandler Catanzaro,K,2015,8,ARI,CLE,11/1/2015,201511010cle,A,,34,20,-6,46,26,-14,outdoors,grass ,"58 degrees relative humidity 58%, wind 21 mph, wind chill 0",58,21,2,2,0,0,2,0,0,4,4,0,0,
30486,Josh Lambo,K,2015,8,SDG,BAL,11/1/2015,201511010rav,A,,26,29,3.5,51,23.75,3,outdoors,sportturf,"63 degrees relative humidity 72%, wind 10 mph, wind chill 0",63,10,2,2,0,0,0,2,0,2,3,0,0,
30487,Justin Tucker,K,2015,8,BAL,SDG,11/1/2015,201511010rav,H,,29,26,-3.5,51,27.25,-3,outdoors,sportturf,"63 degrees relative humidity 72%, wind 10 mph, wind chill 0",63,10,5,5,0,1,1,3,0,2,2,0,0,
30488,Connor Barth,K,2015,8,TAM,ATL,11/1/2015,201511010atl,A,OT,23,20,7,48.5,20.75,-3,dome,fieldturf ,indoors,,,3,3,0,1,2,0,0,2,2,0,0,
30489,Matt Bryant,K,2015,8,ATL,TAM,11/1/2015,201511010atl,H,OT,20,23,-7,48.5,27.75,3,dome,fieldturf ,indoors,,,2,2,0,2,0,0,0,2,2,0,0,
30490,Nick Folk,K,2015,8,NYJ,OAK,11/1/2015,201511010rai,A,,20,34,-3,44,23.5,14,outdoors,grass ,"68 degrees relative humidity 70%, wind 8 mph, wind chill 0",68,8,2,2,0,0,1,1,0,2,2,0,0,
30491,Sebastian Janikowski,K,2015,8,OAK,NYJ,11/1/2015,201511010rai,H,,34,20,3,44,20.5,-14,outdoors,grass ,"68 degrees relative humidity 70%, wind 8 mph, wind chill 0",68,8,2,3,0,0,0,1,1,4,4,0,0,
